id_servicio,titulo,descripcion,habilidades_requeridas,fecha_publicacion,estado
8644,Traductor,"Importante empresa solicita apoyo en el área de python, atención al cliente, inglés avanzado.","Python, Atención al cliente, Inglés avanzado",2024-12-05,Abierto
8645,Fotógrafo,"Trabajo temporal relacionado con tramitología, inglés avanzado, javascript, python.","Tramitología, Inglés avanzado, JavaScript, Python",2025-02-05,Abierto
8646,Fotógrafo,"Se requiere conocimiento en servicio al cliente, css.","Servicio al cliente, CSS",2025-03-06,Cerrado
8647,Diseñador UX/UI,"Colaboración independiente para tareas de diseño ux/ui, servicio al cliente, mecánica automotriz, redacción.","Diseño UX/UI, Servicio al cliente, Mecánica automotriz, Redacción",2025-04-11,Abierto
8648,Vendedor telefónico,"Importante empresa solicita apoyo en el área de inglés avanzado, tramitología, administración.","Inglés avanzado, Tramitología, Administración",2025-03-31,Abierto
8649,Editor de video,"Importante empresa solicita apoyo en el área de instalaciones eléctricas, electricidad, administración, javascript.","Instalaciones eléctricas, Electricidad, Administración, JavaScript",2024-11-13,Abierto
8650,Diseñador gráfico,"Se requiere conocimiento en ciencia de datos, diseño gráfico.","Ciencia de datos, Diseño gráfico",2024-11-13,Abierto
8651,Traductor,"Se busca profesional con experiencia en programación en java, diseño ux/ui.","Programación en Java, Diseño UX/UI",2025-01-24,Cerrado
8652,Especialista en SEO,"Importante empresa solicita apoyo en el área de atención al cliente, tramitología.","Atención al cliente, Tramitología",2025-03-20,Abierto
8653,Diseñador gráfico,"Trabajo temporal relacionado con administración, ventas.","Administración, Ventas",2025-02-03,Cerrado
8654,Diseñador UX/UI,"Se busca profesional con experiencia en diseño gráfico, soporte técnico, administración, servicio al cliente.","Diseño gráfico, Soporte técnico, Administración, Servicio al cliente",2025-04-02,Cerrado
8655,Traductor,"Se requiere conocimiento en contabilidad, traducción, ventas.","Contabilidad, Traducción, Ventas",2025-03-04,Cerrado
8656,Diseñador UX/UI,"Trabajo temporal relacionado con redacción, tramitología.","Redacción, Tramitología",2025-01-31,Cerrado
8657,Diseñador UX/UI,"Importante empresa solicita apoyo en el área de photoshop, atención al cliente.","Photoshop, Atención al cliente",2025-02-19,Cerrado
8658,Diseñador UX/UI,"Se busca profesional con experiencia en ciencia de datos, tramitología, seo.","Ciencia de datos, Tramitología, SEO",2024-12-04,Abierto
8659,Community manager,"Se requiere conocimiento en javascript, css, ventas.","JavaScript, CSS, Ventas",2025-01-05,Abierto
8660,Repartidor,"Se requiere conocimiento en programación en java, contabilidad, ventas.","Programación en Java, Contabilidad, Ventas",2024-12-01,Abierto
8661,Diseñador gráfico,"Se busca profesional con experiencia en css, html, seo.","CSS, HTML, SEO",2025-01-11,Cerrado
8662,Barista,"Se busca profesional con experiencia en javascript, marketing digital, photoshop.","JavaScript, Marketing digital, Photoshop",2024-11-16,Abierto
8663,Diseñador UX/UI,"Se busca profesional con experiencia en terapia física, electricidad, diseño ux/ui.","Terapia Física, Electricidad, Diseño UX/UI",2025-01-28,Cerrado
8664,Traductor,"Importante empresa solicita apoyo en el área de photoshop, administración, instalaciones eléctricas, contabilidad.","Photoshop, Administración, Instalaciones eléctricas, Contabilidad",2025-04-04,Abierto
8665,Fotógrafo,"Importante empresa solicita apoyo en el área de photoshop, servicio al cliente.","Photoshop, Servicio al cliente",2025-04-19,Abierto
8666,Terapista físico,"Se busca profesional con experiencia en carpintería, python.","Carpintería, Python",2025-04-16,Cerrado
8667,Instalador eléctrico,"Colaboración independiente para tareas de ventas, css, carpintería.","Ventas, CSS, Carpintería",2025-04-05,Abierto
8668,Traductor,"Se requiere conocimiento en html, carpintería.","HTML, Carpintería",2024-12-13,Cerrado
8669,Profesor de inglés,"Se requiere conocimiento en ciencia de datos, traducción, administración.","Ciencia de datos, Traducción, Administración",2025-04-18,Abierto
8670,Programador Python,"Se busca profesional con experiencia en illustrator, photoshop, carpintería.","Illustrator, Photoshop, Carpintería",2025-02-24,Cerrado
8671,Terapista físico,"Colaboración independiente para tareas de css, contabilidad, seo.","CSS, Contabilidad, SEO",2025-01-24,Abierto
8672,Maestro de matemáticas,"Trabajo temporal relacionado con instalaciones eléctricas, soporte técnico, servicio al cliente.","Instalaciones eléctricas, Soporte técnico, Servicio al cliente",2024-11-06,Abierto
8673,Vendedor telefónico,"Colaboración independiente para tareas de servicio al cliente, administración.","Servicio al cliente, Administración",2025-03-28,Cerrado
8674,Especialista en SEO,"Se busca profesional con experiencia en electricidad, marketing digital.","Electricidad, Marketing digital",2024-11-03,Cerrado
8675,Psicólogo educativo,"Se busca profesional con experiencia en carpintería, photoshop.","Carpintería, Photoshop",2025-01-02,Abierto
8676,Community manager,"Se requiere conocimiento en ciencia de datos, electricidad, mecánica automotriz, servicio al cliente.","Ciencia de datos, Electricidad, Mecánica automotriz, Servicio al cliente",2025-03-17,Cerrado
8677,Fotógrafo,"Colaboración independiente para tareas de marketing digital, javascript, servicio al cliente.","Marketing digital, JavaScript, Servicio al cliente",2024-11-18,Abierto
8678,Maestro de matemáticas,"Importante empresa solicita apoyo en el área de seo, ventas.","SEO, Ventas",2025-02-27,Abierto
8679,Maestro de matemáticas,"Se busca profesional con experiencia en css, contabilidad, inglés avanzado.","CSS, Contabilidad, Inglés avanzado",2024-11-20,Abierto
8680,Diseñador industrial,"Trabajo temporal relacionado con mecánica automotriz, css, administración, programación en java.","Mecánica automotriz, CSS, Administración, Programación en Java",2025-04-11,Cerrado
8681,Auxiliar contable,"Importante empresa solicita apoyo en el área de css, ventas, seo.","CSS, Ventas, SEO",2024-12-04,Abierto
8682,Diseñador UX/UI,"Importante empresa solicita apoyo en el área de photoshop, illustrator, marketing digital, traducción.","Photoshop, Illustrator, Marketing digital, Traducción",2024-11-24,Abierto
8683,Instalador eléctrico,"Se busca profesional con experiencia en diseño gráfico, terapia física.","Diseño gráfico, Terapia Física",2024-11-09,Cerrado
8684,Desarrollador web,"Colaboración independiente para tareas de python, soporte técnico.","Python, Soporte técnico",2024-12-07,Cerrado
8685,Terapista físico,"Colaboración independiente para tareas de diseño ux/ui, photoshop, redacción, tramitología.","Diseño UX/UI, Photoshop, Redacción, Tramitología",2025-02-14,Cerrado
8686,Psicólogo educativo,"Trabajo temporal relacionado con mecánica automotriz, administración, ventas, carpintería.","Mecánica automotriz, Administración, Ventas, Carpintería",2024-12-21,Cerrado
8687,Redactor de contenido,"Se busca profesional con experiencia en javascript, inglés avanzado, contabilidad, css.","JavaScript, Inglés avanzado, Contabilidad, CSS",2025-02-25,Cerrado
8688,Cocinero,"Importante empresa solicita apoyo en el área de instalaciones eléctricas, administración, atención al cliente, diseño gráfico.","Instalaciones eléctricas, Administración, Atención al cliente, Diseño gráfico",2025-04-03,Cerrado
8689,Traductor,"Se requiere conocimiento en marketing digital, illustrator, seo.","Marketing digital, Illustrator, SEO",2025-01-28,Cerrado
8690,Diseñador UX/UI,"Colaboración independiente para tareas de diseño ux/ui, html, python.","Diseño UX/UI, HTML, Python",2025-04-01,Cerrado
8691,Maestro de matemáticas,"Colaboración independiente para tareas de diseño gráfico, marketing digital, traducción.","Diseño gráfico, Marketing digital, Traducción",2025-03-11,Abierto
8692,Redactor de contenido,"Colaboración independiente para tareas de html, administración, instalaciones eléctricas.","HTML, Administración, Instalaciones eléctricas",2024-10-31,Cerrado
8693,Profesor de inglés,"Importante empresa solicita apoyo en el área de contabilidad, servicio al cliente.","Contabilidad, Servicio al cliente",2024-11-20,Cerrado
8694,Programador Python,"Importante empresa solicita apoyo en el área de ciencia de datos, soporte técnico.","Ciencia de datos, Soporte técnico",2024-12-12,Cerrado
8695,Programador Python,"Trabajo temporal relacionado con javascript, html.","JavaScript, HTML",2025-02-10,Abierto
8696,Cocinero,"Colaboración independiente para tareas de diseño gráfico, python.","Diseño gráfico, Python",2025-01-15,Abierto
8697,Instalador eléctrico,"Importante empresa solicita apoyo en el área de soporte técnico, atención al cliente, html.","Soporte técnico, Atención al cliente, HTML",2024-11-20,Abierto
8698,Diseñador UX/UI,"Importante empresa solicita apoyo en el área de servicio al cliente, instalaciones eléctricas.","Servicio al cliente, Instalaciones eléctricas",2025-03-26,Cerrado
8699,Traductor,"Trabajo temporal relacionado con administración, soporte técnico, servicio al cliente.","Administración, Soporte técnico, Servicio al cliente",2025-02-03,Abierto
8700,Editor de video,"Se busca profesional con experiencia en atención al cliente, redacción, programación en java.","Atención al cliente, Redacción, Programación en Java",2025-01-15,Abierto
8701,Especialista en SEO,"Colaboración independiente para tareas de seo, instalaciones eléctricas, photoshop, ventas.","SEO, Instalaciones eléctricas, Photoshop, Ventas",2024-11-01,Cerrado
8702,Repartidor,"Importante empresa solicita apoyo en el área de carpintería, terapia física, inglés avanzado, marketing digital.","Carpintería, Terapia Física, Inglés avanzado, Marketing digital",2024-12-18,Abierto
8703,Traductor,"Se busca profesional con experiencia en administración, html, diseño gráfico.","Administración, HTML, Diseño gráfico",2024-12-19,Cerrado
8704,Electricista,"Trabajo temporal relacionado con ciencia de datos, atención al cliente, illustrator, terapia física.","Ciencia de datos, Atención al cliente, Illustrator, Terapia Física",2024-11-02,Abierto
8705,Repartidor,"Trabajo temporal relacionado con diseño ux/ui, css.","Diseño UX/UI, CSS",2025-03-11,Cerrado
8706,Especialista en SEO,"Importante empresa solicita apoyo en el área de programación en java, tramitología, html.","Programación en Java, Tramitología, HTML",2024-12-25,Abierto
8707,Editor de video,"Importante empresa solicita apoyo en el área de javascript, seo, redacción.","JavaScript, SEO, Redacción",2025-03-19,Abierto
8708,Barista,"Colaboración independiente para tareas de soporte técnico, mecánica automotriz, diseño ux/ui.","Soporte técnico, Mecánica automotriz, Diseño UX/UI",2024-11-01,Cerrado
8709,Auxiliar contable,"Colaboración independiente para tareas de programación en java, javascript, administración, soporte técnico.","Programación en Java, JavaScript, Administración, Soporte técnico",2024-11-28,Abierto
8710,Auxiliar contable,"Importante empresa solicita apoyo en el área de diseño ux/ui, illustrator, atención al cliente, terapia física.","Diseño UX/UI, Illustrator, Atención al cliente, Terapia Física",2025-02-03,Cerrado
8711,Asistente administrativo,"Importante empresa solicita apoyo en el área de contabilidad, css.","Contabilidad, CSS",2024-10-28,Abierto
8712,Mecánico automotriz,"Trabajo temporal relacionado con javascript, soporte técnico, servicio al cliente, diseño gráfico.","JavaScript, Soporte técnico, Servicio al cliente, Diseño gráfico",2025-02-28,Abierto
8713,Técnico en soporte,"Se busca profesional con experiencia en programación en java, traducción, administración.","Programación en Java, Traducción, Administración",2025-01-17,Cerrado
8714,Desarrollador web,"Se busca profesional con experiencia en python, ventas.","Python, Ventas",2024-11-19,Abierto
8715,Cocinero,"Se requiere conocimiento en contabilidad, terapia física, carpintería, instalaciones eléctricas.","Contabilidad, Terapia Física, Carpintería, Instalaciones eléctricas",2025-01-29,Abierto
8716,Community manager,"Trabajo temporal relacionado con servicio al cliente, administración, terapia física, redacción.","Servicio al cliente, Administración, Terapia Física, Redacción",2025-02-06,Abierto
8717,Instalador eléctrico,"Se requiere conocimiento en electricidad, instalaciones eléctricas, terapia física, tramitología.","Electricidad, Instalaciones eléctricas, Terapia Física, Tramitología",2025-02-27,Abierto
8718,Enfermero auxiliar,"Trabajo temporal relacionado con seo, contabilidad.","SEO, Contabilidad",2025-01-26,Cerrado
8719,Diseñador gráfico,"Se requiere conocimiento en photoshop, instalaciones eléctricas.","Photoshop, Instalaciones eléctricas",2025-02-03,Abierto
8720,Enfermero auxiliar,"Se busca profesional con experiencia en contabilidad, atención al cliente, photoshop.","Contabilidad, Atención al cliente, Photoshop",2025-03-19,Cerrado
8721,Diseñador gráfico,"Trabajo temporal relacionado con css, diseño gráfico.","CSS, Diseño gráfico",2025-02-05,Cerrado
