habilidades,experiencia_lab,calificacion,nivel,profesion,ID,disponibilidad
"Programación en Java, Diseño gráfico, Traducción, Python",13,4.2,Medio,Otro,9635,Tiempo completo
"Administración, HTML, Traducción, Illustrator, Tramitología",10,4.3,Junior,Otro,9636,Medio tiempo
"SEO, Illustrator, Instalaciones eléctricas, Servicio al cliente",16,3.4,Medio,Otro,9637,Tiempo completo
"Inglés avanzado, Diseño UX/UI, Ventas, JavaScript, Redacción",20,3.0,Medio,Otro,9638,Tiempo completo
"Ciencia de datos, Atención al cliente, Diseño gráfico, SEO",20,4.2,Junior,Licenciado,9639,Medio tiempo
"Redacción, Electricidad, Terapia Física, Inglés avanzado",8,1.7,Junior,Otro,9640,Tiempo completo
"Illustrator, Marketing digital, Ventas, Inglés avanzado, HTML",12,2.1,Senior,Licenciado,9641,Medio tiempo
"Photoshop, Contabilidad, Terapia Física, Inglés avanzado, SEO",2,4.9,Senior,Otro,9642,Medio tiempo
"Mecánica automotriz, JavaScript, Contabilidad",1,2.8,Medio,Otro,9643,Tiempo completo
"Diseño UX/UI, JavaScript, Inglés avanzado",5,1.4,Junior,Otro,9644,Medio tiempo
"Carpintería, Ventas, Photoshop, Programación en Java, Servicio al cliente",10,1.4,Senior,Licenciado,9645,Medio tiempo
"Traducción, Instalaciones eléctricas, HTML, Mecánica automotriz",12,3.1,Junior,Otro,9646,Medio tiempo
"Mecánica automotriz, Ciencia de datos, Ventas, Programación en Java",5,3.3,Junior,Otro,9647,Medio tiempo
"Electricidad, HTML, SEO, Ventas, Illustrator",10,1.7,Medio,Otro,9648,Tiempo completo
"Programación en Java, JavaScript, Carpintería, Soporte técnico",3,2.6,Medio,Otro,9649,Tiempo completo
"Contabilidad, CSS, Instalaciones eléctricas, Atención al cliente",8,2.8,Senior,Otro,9650,Tiempo completo
"Ventas, Atención al cliente, Traducción, Servicio al cliente, JavaScript",16,1.9,Senior,Otro,9651,Medio tiempo
"Instalaciones eléctricas, Soporte técnico, Terapia Física, Ciencia de datos, CSS",10,1.7,Junior,Otro,9652,Tiempo completo
"Tramitología, Mecánica automotriz, Illustrator, Diseño UX/UI",12,2.0,Medio,Otro,9653,Tiempo completo
"Electricidad, Diseño UX/UI, Atención al cliente, Instalaciones eléctricas, Programación en Java",6,1.5,Medio,Otro,9654,Tiempo completo
"Python, Illustrator, CSS, Photoshop, Marketing digital",1,2.8,Medio,Otro,9655,Medio tiempo
"Carpintería, Diseño UX/UI, Contabilidad, Ciencia de datos, Photoshop",8,4.8,Senior,Otro,9656,Tiempo completo
"Terapia Física, Servicio al cliente, Mecánica automotriz, Redacción, Marketing digital",2,1.4,Junior,Ingeniero,9657,Medio tiempo
"Diseño UX/UI, Marketing digital, Inglés avanzado, Photoshop",19,2.0,Senior,Otro,9658,Tiempo completo
"Diseño UX/UI, Redacción, Python, Administración",13,2.1,Junior,Licenciado,9659,Tiempo completo
"Electricidad, Terapia Física, Soporte técnico",7,5.0,Senior,Otro,9660,Medio tiempo
"Carpintería, Marketing digital, Instalaciones eléctricas, Inglés avanzado, Servicio al cliente",14,1.9,Junior,Otro,9661,Tiempo completo
"Redacción, Python, Mecánica automotriz",8,3.4,Junior,Otro,9662,Medio tiempo
"Tramitología, Diseño UX/UI, Redacción, SEO, Illustrator",1,4.6,Senior,Otro,9663,Medio tiempo
"HTML, Photoshop, Instalaciones eléctricas, Mecánica automotriz, Diseño gráfico",19,3.4,Medio,Otro,9664,Tiempo completo
"CSS, Python, Contabilidad, Redacción",12,1.4,Junior,Otro,9665,Medio tiempo
"Inglés avanzado, Photoshop, JavaScript, Redacción",9,3.8,Senior,Otro,9666,Tiempo completo
"Marketing digital, Soporte técnico, Contabilidad, Inglés avanzado",12,4.4,Junior,Otro,9667,Medio tiempo
"Traducción, Atención al cliente, Ciencia de datos, Administración, Inglés avanzado",10,2.2,Senior,Otro,9668,Medio tiempo
"Diseño gráfico, Servicio al cliente, Inglés avanzado",8,3.4,Medio,Otro,9669,Medio tiempo
"Illustrator, JavaScript, Programación en Java, HTML, Ciencia de datos",14,3.7,Medio,Otro,9670,Tiempo completo
"HTML, Electricidad, Atención al cliente, Traducción",18,4.8,Medio,Ingeniero,9671,Tiempo completo
"CSS, Atención al cliente, Mecánica automotriz",16,3.7,Medio,Otro,9672,Medio tiempo
"Tramitología, Illustrator, Python",4,3.3,Medio,Otro,9673,Tiempo completo
"Soporte técnico, Ventas, Marketing digital, Electricidad, Ciencia de datos",18,2.1,Senior,Otro,9674,Tiempo completo
"Marketing digital, Instalaciones eléctricas, HTML, Soporte técnico, Diseño UX/UI",10,2.6,Senior,Otro,9675,Medio tiempo
"Marketing digital, JavaScript, Photoshop",2,1.1,Junior,Otro,9676,Medio tiempo
"HTML, Mecánica automotriz, Traducción, Programación en Java, Carpintería",10,1.3,Junior,Otro,9677,Tiempo completo
"HTML, Atención al cliente, Mecánica automotriz, Administración",3,1.9,Junior,Otro,9678,Tiempo completo
"Ciencia de datos, Illustrator, Marketing digital, Mecánica automotriz",17,4.7,Senior,Ingeniero,9679,Tiempo completo
"Ciencia de datos, Tramitología, Marketing digital, Redacción",7,1.7,Senior,Otro,9680,Medio tiempo
"JavaScript, Servicio al cliente, Diseño gráfico, HTML, CSS",15,2.6,Medio,Otro,9681,Tiempo completo
"Illustrator, Traducción, SEO",1,2.0,Medio,Otro,9682,Tiempo completo
"Illustrator, Servicio al cliente, Python",20,4.1,Junior,Otro,9683,Tiempo completo
"Ventas, Instalaciones eléctricas, Carpintería",8,4.1,Senior,Otro,9684,Medio tiempo
"Terapia Física, Administración, Ventas",4,3.5,Junior,Otro,9685,Medio tiempo
"Electricidad, Photoshop, Marketing digital, Ventas",19,4.5,Junior,Otro,9686,Tiempo completo
"JavaScript, Redacción, Mecánica automotriz, Marketing digital",5,1.9,Senior,Otro,9687,Medio tiempo
"Redacción, Carpintería, Soporte técnico, Electricidad",18,2.7,Junior,Otro,9688,Medio tiempo
"Diseño UX/UI, Soporte técnico, Redacción, Illustrator, Tramitología",11,3.3,Junior,Otro,9689,Medio tiempo
"Programación en Java, Carpintería, Diseño gráfico",9,3.1,Medio,Otro,9690,Medio tiempo
"Illustrator, Mecánica automotriz, CSS, Programación en Java",8,4.5,Senior,Otro,9691,Medio tiempo
"Diseño UX/UI, Traducción, Ventas, Programación en Java",18,4.1,Senior,Otro,9692,Tiempo completo
"Instalaciones eléctricas, Inglés avanzado, Mecánica automotriz",14,1.3,Junior,Otro,9693,Medio tiempo
"Ciencia de datos, Photoshop, Traducción",11,2.2,Medio,Otro,9694,Tiempo completo
"Python, Redacción, Traducción, CSS, Illustrator",14,4.4,Senior,Otro,9695,Tiempo completo
"Terapia Física, Electricidad, Instalaciones eléctricas",7,4.6,Senior,Otro,9696,Tiempo completo
"Tramitología, SEO, Ventas, Diseño UX/UI",16,1.5,Senior,Otro,9697,Medio tiempo
"Carpintería, Mecánica automotriz, Contabilidad, Atención al cliente, Photoshop",16,4.2,Junior,Otro,9698,Medio tiempo
"Diseño UX/UI, Electricidad, Ciencia de datos",13,1.3,Junior,Otro,9699,Medio tiempo
"Inglés avanzado, Contabilidad, Atención al cliente",3,1.9,Senior,Otro,9700,Medio tiempo
"Administración, Ventas, Atención al cliente, Ciencia de datos, Soporte técnico",8,4.3,Senior,Licenciado,9701,Tiempo completo
"Electricidad, Redacción, Python, Soporte técnico, Instalaciones eléctricas",17,2.5,Junior,Otro,9702,Tiempo completo
"Ventas, HTML, SEO, Atención al cliente",8,3.3,Medio,Otro,9703,Tiempo completo
"Diseño gráfico, Electricidad, Marketing digital",12,4.0,Medio,Otro,9704,Tiempo completo
"Ciencia de datos, SEO, Diseño UX/UI, Programación en Java",6,3.5,Junior,Otro,9705,Tiempo completo
"Ciencia de datos, Servicio al cliente, Ventas, Contabilidad, Soporte técnico",18,3.4,Junior,Otro,9706,Tiempo completo
"Diseño gráfico, Terapia Física, Photoshop",8,3.0,Junior,Otro,9707,Medio tiempo
"Mecánica automotriz, Traducción, Electricidad, Administración",1,1.8,Medio,Otro,9708,Tiempo completo
"Soporte técnico, Tramitología, Mecánica automotriz",10,1.3,Senior,Otro,9709,Medio tiempo
"Tramitología, Carpintería, Redacción, Servicio al cliente, Contabilidad",18,3.8,Junior,Otro,9710,Medio tiempo
"Tramitología, Python, Ventas",20,1.5,Medio,Otro,9711,Medio tiempo
"Administración, Soporte técnico, Electricidad",6,3.6,Junior,Otro,9712,Tiempo completo
"Electricidad, Inglés avanzado, Ventas",14,1.3,Junior,Otro,9713,Tiempo completo
"HTML, Servicio al cliente, Diseño gráfico, Ciencia de datos",13,1.1,Medio,Otro,9714,Medio tiempo
"Illustrator, Administración, Ciencia de datos, Marketing digital, Soporte técnico",9,2.4,Junior,Otro,9715,Tiempo completo
"Soporte técnico, CSS, Photoshop, JavaScript, Terapia Física",3,1.2,Junior,Licenciado,9716,Medio tiempo
"Illustrator, JavaScript, Instalaciones eléctricas, Soporte técnico",4,1.5,Junior,Otro,9717,Tiempo completo
"Programación en Java, SEO, Diseño gráfico",15,3.8,Senior,Otro,9718,Tiempo completo
"Marketing digital, JavaScript, Photoshop, Illustrator",8,4.0,Medio,Otro,9719,Medio tiempo
"Administración, Diseño UX/UI, Instalaciones eléctricas, Illustrator, Mecánica automotriz",9,3.3,Senior,Otro,9720,Medio tiempo
"Tramitología, Ciencia de datos, Atención al cliente, Diseño UX/UI",7,4.0,Junior,Otro,9721,Medio tiempo
"Mecánica automotriz, Python, Ciencia de datos, Marketing digital",15,4.1,Medio,Otro,9722,Medio tiempo
"Python, Instalaciones eléctricas, Tramitología, Terapia Física, Soporte técnico",9,3.7,Medio,Otro,9723,Medio tiempo
"Illustrator, Redacción, Python, Carpintería",9,4.6,Senior,Otro,9724,Tiempo completo
"Carpintería, Terapia Física, Traducción, Ciencia de datos",8,2.5,Medio,Otro,9725,Tiempo completo
"Diseño UX/UI, Contabilidad, Administración, Servicio al cliente, Electricidad",15,4.1,Medio,Otro,9726,Tiempo completo
"Redacción, Ventas, Inglés avanzado, HTML",9,1.4,Senior,Otro,9727,Medio tiempo
"Redacción, CSS, Instalaciones eléctricas",4,4.3,Medio,Otro,9728,Tiempo completo
"Redacción, Ventas, Servicio al cliente",11,1.2,Senior,Otro,9729,Medio tiempo
"Ventas, CSS, Ciencia de datos",11,2.1,Senior,Otro,9730,Medio tiempo
"Diseño gráfico, SEO, Servicio al cliente, Contabilidad, Instalaciones eléctricas",10,1.1,Senior,Otro,9731,Tiempo completo
"Tramitología, Administración, Servicio al cliente, Traducción, Programación en Java",15,1.1,Junior,Otro,9732,Medio tiempo
"Atención al cliente, Diseño UX/UI, Terapia Física",4,2.3,Medio,Otro,9733,Tiempo completo
"Mecánica automotriz, Redacción, Inglés avanzado",13,4.9,Medio,Otro,9734,Tiempo completo
"Diseño gráfico, Ciencia de datos, Atención al cliente, Photoshop",13,4.5,Junior,Otro,9735,Tiempo completo
"Marketing digital, Administración, SEO",1,3.4,Junior,Licenciado,9736,Medio tiempo
"Ventas, HTML, Instalaciones eléctricas",1,1.2,Junior,Otro,9737,Medio tiempo
"Electricidad, HTML, Python, Administración",14,3.7,Junior,Otro,9738,Tiempo completo
"SEO, Photoshop, CSS",1,4.9,Junior,Otro,9739,Tiempo completo
"Illustrator, Diseño UX/UI, Ciencia de datos",7,2.6,Medio,Otro,9740,Tiempo completo
"Tramitología, Programación en Java, Marketing digital",6,2.5,Senior,Otro,9741,Tiempo completo
"CSS, Marketing digital, Ventas",16,2.8,Medio,Otro,9742,Tiempo completo
"SEO, HTML, Terapia Física, Soporte técnico",12,3.3,Senior,Otro,9743,Tiempo completo
"HTML, CSS, Ciencia de datos",10,1.7,Senior,Otro,9744,Tiempo completo
"Terapia Física, JavaScript, Diseño gráfico",15,1.4,Medio,Otro,9745,Medio tiempo
"Mecánica automotriz, Tramitología, Marketing digital",15,2.2,Senior,Otro,9746,Medio tiempo
"Programación en Java, Contabilidad, Servicio al cliente, Marketing digital, Mecánica automotriz",17,1.8,Medio,Ingeniero,9747,Tiempo completo
"Soporte técnico, Ventas, Atención al cliente, Terapia Física, CSS",20,4.6,Junior,Otro,9748,Tiempo completo
"Traducción, Tramitología, Atención al cliente, HTML",19,2.4,Medio,Otro,9749,Medio tiempo
"SEO, Ciencia de datos, Diseño gráfico, HTML, Programación en Java",3,3.9,Senior,Otro,9750,Medio tiempo
"Redacción, Carpintería, Diseño UX/UI, Python, Administración",3,3.2,Medio,Otro,9751,Medio tiempo
"Ventas, Servicio al cliente, Mecánica automotriz, Soporte técnico",12,1.9,Senior,Otro,9752,Tiempo completo
"Mecánica automotriz, Terapia Física, HTML, Programación en Java",16,1.2,Junior,Otro,9753,Tiempo completo
"Traducción, Photoshop, Atención al cliente, Servicio al cliente",14,1.0,Senior,Ingeniero,9754,Medio tiempo
"Illustrator, Mecánica automotriz, Programación en Java, Contabilidad",6,2.8,Medio,Otro,9755,Tiempo completo
"Diseño gráfico, Carpintería, Contabilidad, Traducción",6,4.6,Senior,Ingeniero,9756,Tiempo completo
"Carpintería, SEO, Marketing digital, Servicio al cliente, Contabilidad",4,3.5,Medio,Otro,9757,Tiempo completo
"Administración, Traducción, Diseño gráfico, Inglés avanzado, SEO",5,4.0,Senior,Otro,9758,Tiempo completo
"Electricidad, HTML, SEO, Administración, JavaScript",12,2.6,Medio,Otro,9759,Medio tiempo
"JavaScript, Mecánica automotriz, Traducción",1,1.6,Medio,Otro,9760,Medio tiempo
"JavaScript, Diseño UX/UI, Soporte técnico, Terapia Física, Ciencia de datos",20,4.0,Medio,Otro,9761,Tiempo completo
"Soporte técnico, Redacción, Atención al cliente, SEO",5,2.6,Medio,Otro,9762,Tiempo completo
"CSS, JavaScript, Redacción, Electricidad, Carpintería",6,2.3,Senior,Otro,9763,Medio tiempo
"Marketing digital, Electricidad, Programación en Java, Carpintería, Servicio al cliente",4,4.0,Medio,Otro,9764,Tiempo completo
"Tramitología, Redacción, Mecánica automotriz",1,4.5,Senior,Otro,9765,Medio tiempo
"Diseño UX/UI, Carpintería, HTML, Ventas, Python",14,3.7,Medio,Otro,9766,Medio tiempo
"Soporte técnico, Servicio al cliente, Tramitología, Electricidad",12,3.2,Medio,Otro,9767,Medio tiempo
"Marketing digital, Contabilidad, Diseño UX/UI, Inglés avanzado",19,3.5,Senior,Otro,9768,Medio tiempo
"Redacción, SEO, HTML, Ciencia de datos",19,1.1,Medio,Otro,9769,Medio tiempo
"Illustrator, Tramitología, Photoshop, Redacción, Terapia Física",12,3.0,Senior,Otro,9770,Tiempo completo
"Programación en Java, SEO, Carpintería, Traducción, Soporte técnico",18,2.9,Medio,Otro,9771,Medio tiempo
"Soporte técnico, Contabilidad, Diseño gráfico, Marketing digital, Instalaciones eléctricas",13,1.8,Medio,Otro,9772,Tiempo completo
"Electricidad, Marketing digital, Instalaciones eléctricas, Atención al cliente, Python",13,2.8,Medio,Otro,9773,Tiempo completo
"Tramitología, Traducción, JavaScript, Carpintería",19,2.0,Medio,Otro,9774,Tiempo completo
"Instalaciones eléctricas, Administración, Atención al cliente",12,4.7,Junior,Ingeniero,9775,Tiempo completo
"Inglés avanzado, Electricidad, HTML",7,2.2,Medio,Otro,9776,Tiempo completo
"Mecánica automotriz, Ciencia de datos, CSS, Administración",18,3.3,Senior,Otro,9777,Tiempo completo
"Ventas, Python, Carpintería, Illustrator, Atención al cliente",20,3.4,Senior,Otro,9778,Tiempo completo
"SEO, Marketing digital, Diseño gráfico",1,1.4,Medio,Ingeniero,9779,Medio tiempo
"Diseño UX/UI, Administración, Atención al cliente",14,3.4,Medio,Licenciado,9780,Medio tiempo
"Terapia Física, JavaScript, Carpintería",6,3.2,Junior,Otro,9781,Medio tiempo
"Instalaciones eléctricas, Mecánica automotriz, Redacción",2,4.8,Junior,Otro,9782,Tiempo completo
"Electricidad, SEO, CSS",14,3.9,Medio,Otro,9783,Tiempo completo
"Traducción, Tramitología, Marketing digital",7,3.3,Senior,Otro,9784,Tiempo completo
"CSS, Atención al cliente, Python",6,3.5,Medio,Otro,9785,Medio tiempo
"SEO, Terapia Física, Carpintería, JavaScript",20,3.9,Junior,Otro,9786,Medio tiempo
"Electricidad, Marketing digital, JavaScript",4,3.9,Medio,Otro,9787,Tiempo completo
"Instalaciones eléctricas, Redacción, Ciencia de datos, SEO",5,1.8,Senior,Otro,9788,Medio tiempo
"Programación en Java, Soporte técnico, Traducción",19,4.9,Junior,Otro,9789,Tiempo completo
"Redacción, Marketing digital, Python, Contabilidad",3,3.8,Medio,Otro,9790,Tiempo completo
"Tramitología, Servicio al cliente, Ventas, Atención al cliente, Instalaciones eléctricas",2,3.0,Medio,Otro,9791,Tiempo completo
"Mecánica automotriz, Instalaciones eléctricas, CSS, Photoshop, Ventas",9,2.0,Medio,Otro,9792,Tiempo completo
"Electricidad, Ciencia de datos, Contabilidad",17,3.7,Medio,Otro,9793,Tiempo completo
"Administración, Servicio al cliente, SEO, Ventas, Redacción",10,1.6,Junior,Otro,9794,Medio tiempo
"Python, HTML, Mecánica automotriz",5,2.5,Junior,Otro,9795,Tiempo completo
"Diseño gráfico, CSS, Ciencia de datos, SEO",18,1.7,Medio,Otro,9796,Medio tiempo
"Electricidad, Terapia Física, Ventas, SEO, HTML",7,3.7,Senior,Otro,9797,Tiempo completo
"Traducción, Terapia Física, SEO, Servicio al cliente",9,2.3,Medio,Otro,9798,Tiempo completo
"Administración, Electricidad, Diseño gráfico",13,4.2,Senior,Otro,9799,Tiempo completo
"Ciencia de datos, Photoshop, Contabilidad, Diseño UX/UI",12,2.5,Senior,Ingeniero,9800,Medio tiempo
"Contabilidad, Tramitología, Marketing digital",8,3.2,Medio,Otro,9801,Tiempo completo
"Illustrator, Diseño gráfico, Electricidad",9,4.0,Medio,Otro,9802,Medio tiempo
"Redacción, Instalaciones eléctricas, Marketing digital",13,3.5,Medio,Otro,9803,Tiempo completo
"Soporte técnico, HTML, Redacción",18,2.5,Senior,Ingeniero,9804,Tiempo completo
"Instalaciones eléctricas, Redacción, Servicio al cliente, Diseño UX/UI, Atención al cliente",10,4.0,Senior,Otro,9805,Medio tiempo
"Marketing digital, Tramitología, Instalaciones eléctricas, Illustrator",4,1.2,Medio,Otro,9806,Medio tiempo
"Servicio al cliente, Ciencia de datos, Python, Programación en Java",3,4.3,Senior,Otro,9807,Medio tiempo
"Traducción, HTML, JavaScript, Mecánica automotriz",18,1.3,Medio,Otro,9808,Tiempo completo
"Tramitología, Python, HTML, Instalaciones eléctricas",14,3.9,Junior,Otro,9809,Tiempo completo
"Terapia Física, Ciencia de datos, Carpintería, Redacción, Atención al cliente",7,4.7,Medio,Otro,9810,Medio tiempo
"Programación en Java, Ventas, Diseño UX/UI, Soporte técnico, Traducción",17,4.9,Medio,Otro,9811,Medio tiempo
"Ventas, Inglés avanzado, Illustrator, Photoshop, SEO",18,2.6,Senior,Otro,9812,Tiempo completo
"Traducción, SEO, Mecánica automotriz",16,3.8,Junior,Licenciado,9813,Tiempo completo
"Photoshop, Illustrator, Traducción, Terapia Física",4,1.1,Medio,Otro,9814,Tiempo completo
"Administración, SEO, Terapia Física, Redacción",16,4.3,Medio,Otro,9815,Medio tiempo
"Contabilidad, CSS, Illustrator",11,2.4,Junior,Otro,9816,Medio tiempo
"SEO, Servicio al cliente, Diseño gráfico",10,3.2,Junior,Otro,9817,Tiempo completo
"Programación en Java, HTML, Photoshop",18,2.1,Medio,Otro,9818,Medio tiempo
"Mecánica automotriz, Contabilidad, JavaScript, Redacción",5,3.2,Junior,Otro,9819,Medio tiempo
"Photoshop, Traducción, Ventas",20,4.6,Senior,Otro,9820,Medio tiempo
"Photoshop, Atención al cliente, Soporte técnico",3,4.1,Junior,Otro,9821,Tiempo completo
"Carpintería, Programación en Java, Illustrator",4,4.8,Senior,Otro,9822,Tiempo completo
"Ciencia de datos, Diseño gráfico, Contabilidad",13,2.1,Medio,Otro,9823,Medio tiempo
